rule,id
?b  14  ?f  ?f  31  ?a   => ?a  5  ?b,87
?b  14  ?f  ?a  31  ?f   => ?a  5  ?b,88
?f  14  ?a  ?b  31  ?f   => ?a  5  ?b,89
?a  14  ?f  ?b  31  ?f   => ?a  5  ?b,90
?e  14  ?b  ?a  31  ?e   => ?a  5  ?b,91
?e  14  ?b  ?e  31  ?a   => ?a  5  ?b,92
?e  14  ?a  ?e  31  ?b   => ?a  5  ?b,93
?a  14  ?e  ?e  31  ?b   => ?a  5  ?b,94
?f  23  ?a  ?b  23  ?f   => ?a  39  ?b,95
?a  23  ?f  ?b  23  ?f   => ?a  39  ?b,96
?e  23  ?b  ?a  23  ?e   => ?a  39  ?b,97
?e  23  ?a  ?e  23  ?b   => ?a  39  ?b,98
?b  19  ?f  ?f  6  ?a   => ?a  22  ?b,99
?b  19  ?f  ?a  6  ?f   => ?a  22  ?b,100
?b  23  ?f  ?f  6  ?a   => ?a  22  ?b,101
?b  23  ?f  ?a  6  ?f   => ?a  22  ?b,102
?e  19  ?b  ?a  6  ?e   => ?a  22  ?b,103
?e  19  ?b  ?e  6  ?a   => ?a  22  ?b,104
?e  23  ?b  ?a  6  ?e   => ?a  22  ?b,105
?e  23  ?b  ?e  6  ?a   => ?a  22  ?b,106
?f  19  ?a  ?b  6  ?f   => ?a  22  ?b,107
?a  19  ?f  ?b  6  ?f   => ?a  22  ?b,108
?f  23  ?a  ?b  6  ?f   => ?a  22  ?b,109
?a  23  ?f  ?b  6  ?f   => ?a  22  ?b,110
?a  19  ?e  ?e  6  ?b   => ?a  22  ?b,111
?e  19  ?a  ?e  6  ?b   => ?a  22  ?b,112
?a  23  ?e  ?e  6  ?b   => ?a  22  ?b,113
?e  23  ?a  ?e  6  ?b   => ?a  22  ?b,114
?a  6  ?f  ?b  6  ?f   => ?a  2  ?b,115
?f  6  ?a  ?b  6  ?f   => ?a  2  ?b,116
?e  6  ?b  ?a  6  ?e   => ?a  2  ?b,117
?e  6  ?a  ?e  6  ?b   => ?a  2  ?b,118
?a  6  ?f  ?b  6  ?f   => ?a  38  ?b,119
?f  6  ?a  ?b  6  ?f   => ?a  38  ?b,120
?e  6  ?b  ?a  6  ?e   => ?a  38  ?b,121
?e  6  ?a  ?e  6  ?b   => ?a  38  ?b,122
?a  23  ?f  ?b  23  ?f   => ?a  11  ?b,123
?f  23  ?a  ?b  23  ?f   => ?a  11  ?b,124
?e  23  ?b  ?a  23  ?e   => ?a  11  ?b,125
?e  23  ?a  ?e  23  ?b   => ?a  11  ?b,126
?b  23  ?f  ?f  6  ?a   => ?a  5  ?b,127
?b  23  ?f  ?a  6  ?f   => ?a  5  ?b,128
?b  31  ?f  ?f  6  ?a   => ?a  5  ?b,129
?b  31  ?f  ?a  6  ?f   => ?a  5  ?b,130
?f  31  ?a  ?b  6  ?f   => ?a  5  ?b,131
?f  23  ?a  ?b  6  ?f   => ?a  5  ?b,132
?a  31  ?f  ?b  6  ?f   => ?a  5  ?b,133
?a  23  ?f  ?b  6  ?f   => ?a  5  ?b,134
?e  23  ?b  ?a  6  ?e   => ?a  5  ?b,135
?e  23  ?b  ?e  6  ?a   => ?a  5  ?b,136
?e  31  ?b  ?e  6  ?a   => ?a  5  ?b,137
?e  31  ?b  ?a  6  ?e   => ?a  5  ?b,138
?a  23  ?e  ?e  6  ?b   => ?a  5  ?b,139
?e  23  ?a  ?e  6  ?b   => ?a  5  ?b,140
?e  31  ?a  ?e  6  ?b   => ?a  5  ?b,141
?a  31  ?e  ?e  6  ?b   => ?a  5  ?b,142
?b  23  ?f  ?f  6  ?a   => ?a  2  ?b,143
?b  23  ?f  ?a  6  ?f   => ?a  2  ?b,144
?f  23  ?a  ?b  6  ?f   => ?a  2  ?b,145
?a  23  ?f  ?b  6  ?f   => ?a  2  ?b,146
?e  23  ?b  ?a  6  ?e   => ?a  2  ?b,147
?e  23  ?b  ?e  6  ?a   => ?a  2  ?b,148
?e  23  ?a  ?e  6  ?b   => ?a  2  ?b,149
?a  23  ?e  ?e  6  ?b   => ?a  2  ?b,150
?f  6  ?a  ?b  6  ?f   => ?a  6  ?b,151
?a  6  ?f  ?b  6  ?f   => ?a  6  ?b,152
?e  6  ?a  ?e  6  ?b   => ?a  6  ?b,153
?e  6  ?b  ?a  6  ?e   => ?a  6  ?b,154
?b  13  ?f  ?f  6  ?a   => ?a  22  ?b,155
?b  13  ?f  ?a  6  ?f   => ?a  22  ?b,156
?f  13  ?a  ?b  6  ?f   => ?a  22  ?b,157
?a  13  ?f  ?b  6  ?f   => ?a  22  ?b,158
?e  13  ?b  ?e  6  ?a   => ?a  22  ?b,159
?e  13  ?b  ?a  6  ?e   => ?a  22  ?b,160
?a  13  ?e  ?e  6  ?b   => ?a  22  ?b,161
?e  13  ?a  ?e  6  ?b   => ?a  22  ?b,162
?f  6  ?a  ?b  6  ?f   => ?a  13  ?b,163
?a  6  ?f  ?b  6  ?f   => ?a  13  ?b,164
?e  6  ?b  ?a  6  ?e   => ?a  13  ?b,165
?e  6  ?a  ?e  6  ?b   => ?a  13  ?b,166
?b  19  ?f  ?a  6  ?f   => ?a  11  ?b,167
?b  19  ?f  ?f  6  ?a   => ?a  11  ?b,168
?b  14  ?f  ?f  23  ?a   => ?a  11  ?b,169
?b  14  ?f  ?a  23  ?f   => ?a  11  ?b,170
?a  14  ?f  ?b  23  ?f   => ?a  11  ?b,171
?f  14  ?a  ?b  23  ?f   => ?a  11  ?b,172
?f  19  ?a  ?b  6  ?f   => ?a  11  ?b,173
?a  19  ?f  ?b  6  ?f   => ?a  11  ?b,174
?e  19  ?b  ?a  6  ?e   => ?a  11  ?b,175
?e  19  ?b  ?e  6  ?a   => ?a  11  ?b,176
?e  14  ?b  ?a  23  ?e   => ?a  11  ?b,177
?e  14  ?b  ?e  23  ?a   => ?a  11  ?b,178
?a  14  ?e  ?e  23  ?b   => ?a  11  ?b,179
?e  14  ?a  ?e  23  ?b   => ?a  11  ?b,180
?a  19  ?f  ?f  6  ?b   => ?a  11  ?b,181
?e  19  ?a  ?e  6  ?b   => ?a  11  ?b,182
?f  6  ?a  ?b  6  ?f   => ?a  19  ?b,183
?a  6  ?f  ?b  6  ?f   => ?a  19  ?b,184
?e  6  ?b  ?a  6  ?e   => ?a  19  ?b,185
?e  6  ?a  ?e  6  ?b   => ?a  19  ?b,186
?b  14  ?f  ?a  6  ?f   => ?a  11  ?b,187
?b  14  ?f  ?f  6  ?a   => ?a  11  ?b,188
?f  14  ?a  ?b  6  ?f   => ?a  11  ?b,189
?a  14  ?f  ?b  6  ?f   => ?a  11  ?b,190
?e  14  ?b  ?e  6  ?a   => ?a  11  ?b,191
?e  14  ?b  ?a  6  ?e   => ?a  11  ?b,192
?e  14  ?a  ?e  6  ?b   => ?a  11  ?b,193
?a  14  ?e  ?e  6  ?b   => ?a  11  ?b,194
?b  14  ?f  ?a  6  ?f   => ?a  38  ?b,195
?b  14  ?f  ?f  6  ?a   => ?a  38  ?b,196
?b  23  ?f  ?f  6  ?a   => ?a  38  ?b,197
?b  23  ?f  ?a  6  ?f   => ?a  38  ?b,198
?a  14  ?f  ?b  6  ?f   => ?a  38  ?b,199
?f  14  ?a  ?b  6  ?f   => ?a  38  ?b,200
?f  23  ?a  ?b  6  ?f   => ?a  38  ?b,201
?a  23  ?f  ?b  6  ?f   => ?a  38  ?b,202
?e  14  ?b  ?e  6  ?a   => ?a  38  ?b,203
?e  14  ?b  ?a  6  ?e   => ?a  38  ?b,204
?e  23  ?b  ?a  6  ?e   => ?a  38  ?b,205
?e  23  ?b  ?e  6  ?a   => ?a  38  ?b,206
?a  23  ?e  ?e  6  ?b   => ?a  38  ?b,207
?a  14  ?e  ?e  6  ?b   => ?a  38  ?b,208
?e  14  ?a  ?e  6  ?b   => ?a  38  ?b,209
?e  23  ?a  ?e  6  ?b   => ?a  38  ?b,210
?b  13  ?f  ?f  6  ?a   => ?a  13  ?b,211
?b  13  ?f  ?a  6  ?f   => ?a  13  ?b,212
?f  13  ?a  ?b  6  ?f   => ?a  13  ?b,213
?a  13  ?f  ?b  6  ?f   => ?a  13  ?b,214
?e  13  ?b  ?a  6  ?e   => ?a  13  ?b,215
?e  13  ?b  ?e  6  ?a   => ?a  13  ?b,216
?a  13  ?e  ?e  6  ?b   => ?a  13  ?b,217
?e  13  ?a  ?e  6  ?b   => ?a  13  ?b,218
?a  14  ?f  ?b  19  ?f   => ?a  5  ?b,219
?f  14  ?a  ?b  19  ?f   => ?a  5  ?b,220
?b  14  ?f  ?f  19  ?a   => ?a  5  ?b,221
?b  14  ?f  ?a  19  ?f   => ?a  5  ?b,222
?f  31  ?a  ?b  31  ?f   => ?a  5  ?b,223
?a  31  ?f  ?b  31  ?f   => ?a  5  ?b,224
?a  14  ?e  ?e  19  ?b   => ?a  5  ?b,225
?e  14  ?a  ?e  19  ?b   => ?a  5  ?b,226
?e  14  ?b  ?a  19  ?e   => ?a  5  ?b,227
?e  14  ?b  ?e  19  ?a   => ?a  5  ?b,228
?e  31  ?b  ?a  31  ?e   => ?a  5  ?b,229
?e  31  ?a  ?e  31  ?b   => ?a  5  ?b,230
?b  19  ?f  ?a  6  ?f   => ?a  19  ?b,231
?b  19  ?f  ?f  6  ?a   => ?a  19  ?b,232
?b  23  ?f  ?f  6  ?a   => ?a  19  ?b,233
?b  23  ?f  ?a  6  ?f   => ?a  19  ?b,234
?f  19  ?a  ?b  6  ?f   => ?a  19  ?b,235
?a  19  ?f  ?b  6  ?f   => ?a  19  ?b,236
?a  23  ?f  ?b  6  ?f   => ?a  19  ?b,237
?f  23  ?a  ?b  6  ?f   => ?a  19  ?b,238
?e  19  ?b  ?a  6  ?e   => ?a  19  ?b,239
?e  19  ?b  ?e  6  ?a   => ?a  19  ?b,240
?e  23  ?b  ?a  6  ?e   => ?a  19  ?b,241
?e  23  ?b  ?e  6  ?a   => ?a  19  ?b,242
?a  19  ?f  ?f  6  ?b   => ?a  19  ?b,243
?e  19  ?a  ?e  6  ?b   => ?a  19  ?b,244
?a  23  ?e  ?e  6  ?b   => ?a  19  ?b,245
?e  23  ?a  ?e  6  ?b   => ?a  19  ?b,246
?f  23  ?a  ?b  6  ?f   => ?a  13  ?b,247
?a  23  ?f  ?b  6  ?f   => ?a  13  ?b,248
?b  23  ?f  ?f  6  ?a   => ?a  13  ?b,249
?b  23  ?f  ?a  6  ?f   => ?a  13  ?b,250
?e  23  ?a  ?e  6  ?b   => ?a  13  ?b,251
?a  23  ?e  ?e  6  ?b   => ?a  13  ?b,252
?e  23  ?b  ?a  6  ?e   => ?a  13  ?b,253
?e  23  ?b  ?e  6  ?a   => ?a  13  ?b,254
?b  19  ?f  ?f  6  ?a   => ?a  5  ?b,255
?b  19  ?f  ?a  6  ?f   => ?a  5  ?b,256
?b  14  ?f  ?f  23  ?a   => ?a  5  ?b,257
?b  14  ?f  ?a  23  ?f   => ?a  5  ?b,258
?f  14  ?a  ?b  23  ?f   => ?a  5  ?b,259
?a  14  ?f  ?b  23  ?f   => ?a  5  ?b,260
?e  19  ?b  ?e  6  ?a   => ?a  5  ?b,261
?e  19  ?b  ?a  6  ?e   => ?a  5  ?b,262
?e  14  ?b  ?a  23  ?e   => ?a  5  ?b,263
?e  14  ?b  ?e  23  ?a   => ?a  5  ?b,264
?a  19  ?f  ?b  6  ?f   => ?a  5  ?b,265
?f  19  ?a  ?b  6  ?f   => ?a  5  ?b,266
?e  14  ?a  ?e  23  ?b   => ?a  5  ?b,267
?a  14  ?e  ?e  23  ?b   => ?a  5  ?b,268
?a  19  ?e  ?e  6  ?b   => ?a  5  ?b,269
?e  19  ?a  ?e  6  ?b   => ?a  5  ?b,270
?b  31  ?f  ?f  6  ?a   => ?a  22  ?b,271
?b  31  ?f  ?a  6  ?f   => ?a  22  ?b,272
?f  31  ?a  ?b  6  ?f   => ?a  22  ?b,273
?a  31  ?f  ?b  6  ?f   => ?a  22  ?b,274
?e  31  ?b  ?e  6  ?a   => ?a  22  ?b,275
?e  31  ?b  ?a  6  ?e   => ?a  22  ?b,276
?e  31  ?a  ?e  6  ?b   => ?a  22  ?b,277
?a  31  ?e  ?e  6  ?b   => ?a  22  ?b,278
?b  38  ?f  ?f  6  ?a   => ?a  38  ?b,279
?b  38  ?f  ?a  6  ?f   => ?a  38  ?b,280
?e  38  ?b  ?a  6  ?e   => ?a  38  ?b,281
?e  38  ?b  ?e  6  ?a   => ?a  38  ?b,282
?f  38  ?a  ?b  6  ?f   => ?a  38  ?b,283
?a  38  ?f  ?b  6  ?f   => ?a  38  ?b,284
?a  38  ?f  ?f  6  ?b   => ?a  38  ?b,285
?e  38  ?a  ?e  6  ?b   => ?a  38  ?b,286
?b  23  ?f  ?f  6  ?a   => ?a  39  ?b,287
?b  23  ?f  ?a  6  ?f   => ?a  39  ?b,288
?f  23  ?a  ?b  6  ?f   => ?a  39  ?b,289
?a  23  ?f  ?b  6  ?f   => ?a  39  ?b,290
?e  23  ?b  ?a  6  ?e   => ?a  39  ?b,291
?e  23  ?b  ?e  6  ?a   => ?a  39  ?b,292
?a  23  ?f  ?f  6  ?b   => ?a  39  ?b,293
?e  23  ?a  ?e  6  ?b   => ?a  39  ?b,294
?b  14  ?f  ?f  31  ?a   => ?a  22  ?b,295
?b  14  ?f  ?f  23  ?a   => ?a  22  ?b,296
?b  14  ?f  ?a  23  ?f   => ?a  22  ?b,297
?b  14  ?f  ?a  31  ?f   => ?a  22  ?b,298
?a  14  ?f  ?b  23  ?f   => ?a  22  ?b,299
?f  14  ?a  ?b  23  ?f   => ?a  22  ?b,300
?a  23  ?f  ?b  23  ?f   => ?a  22  ?b,301
?f  23  ?a  ?b  23  ?f   => ?a  22  ?b,302
?f  14  ?a  ?b  31  ?f   => ?a  22  ?b,303
?a  14  ?f  ?b  31  ?f   => ?a  22  ?b,304
?e  14  ?b  ?e  23  ?a   => ?a  22  ?b,305
?e  14  ?b  ?a  31  ?e   => ?a  22  ?b,306
?e  14  ?b  ?a  23  ?e   => ?a  22  ?b,307
?e  14  ?b  ?e  31  ?a   => ?a  22  ?b,308
?a  14  ?e  ?e  23  ?b   => ?a  22  ?b,309
?e  14  ?a  ?e  23  ?b   => ?a  22  ?b,310
?e  23  ?b  ?a  23  ?e   => ?a  22  ?b,311
?e  23  ?a  ?e  23  ?b   => ?a  22  ?b,312
?a  14  ?e  ?e  31  ?b   => ?a  22  ?b,313
?e  14  ?a  ?e  31  ?b   => ?a  22  ?b,314
?b  14  ?f  ?f  6  ?a   => ?a  14  ?b,315
?b  14  ?f  ?a  6  ?f   => ?a  14  ?b,316
?f  14  ?a  ?b  6  ?f   => ?a  14  ?b,317
?a  14  ?f  ?b  6  ?f   => ?a  14  ?b,318
?e  14  ?b  ?a  6  ?e   => ?a  14  ?b,319
?e  14  ?b  ?e  6  ?a   => ?a  14  ?b,320
?a  14  ?e  ?e  6  ?b   => ?a  14  ?b,321
?e  14  ?a  ?e  6  ?b   => ?a  14  ?b,322
?a  31  ?f  ?b  31  ?f   => ?a  31  ?b,323
?f  31  ?a  ?b  31  ?f   => ?a  31  ?b,324
?e  31  ?b  ?a  31  ?e   => ?a  31  ?b,325
?e  31  ?a  ?e  31  ?b   => ?a  31  ?b,326
?b  13  ?f  ?f  23  ?a   => ?a  13  ?b,327
?b  13  ?f  ?a  23  ?f   => ?a  13  ?b,328
?e  13  ?b  ?a  23  ?e   => ?a  13  ?b,329
?e  13  ?b  ?e  23  ?a   => ?a  13  ?b,330
?f  13  ?a  ?b  23  ?f   => ?a  13  ?b,331
?a  13  ?f  ?b  23  ?f   => ?a  13  ?b,332
?a  13  ?f  ?f  23  ?b   => ?a  13  ?b,333
?e  13  ?a  ?e  23  ?b   => ?a  13  ?b,334
?b  14  ?f  ?f  23  ?a   => ?a  38  ?b,335
?b  14  ?f  ?a  23  ?f   => ?a  38  ?b,336
?f  14  ?a  ?b  23  ?f   => ?a  38  ?b,337
?a  14  ?f  ?b  23  ?f   => ?a  38  ?b,338
?e  14  ?b  ?e  23  ?a   => ?a  38  ?b,339
?e  14  ?b  ?a  23  ?e   => ?a  38  ?b,340
?e  14  ?a  ?e  23  ?b   => ?a  38  ?b,341
?a  14  ?e  ?e  23  ?b   => ?a  38  ?b,342
?f  14  ?a  ?b  19  ?f   => ?a  22  ?b,343
?a  14  ?f  ?b  19  ?f   => ?a  22  ?b,344
?b  14  ?f  ?a  19  ?f   => ?a  22  ?b,345
?b  14  ?f  ?f  19  ?a   => ?a  22  ?b,346
?e  14  ?a  ?e  19  ?b   => ?a  22  ?b,347
?a  14  ?e  ?e  19  ?b   => ?a  22  ?b,348
?e  14  ?b  ?a  19  ?e   => ?a  22  ?b,349
?e  14  ?b  ?e  19  ?a   => ?a  22  ?b,350
?a  14  ?f  ?b  14  ?f   => ?a  14  ?b,351
?f  14  ?a  ?b  14  ?f   => ?a  14  ?b,352
?e  14  ?b  ?a  14  ?e   => ?a  14  ?b,353
?e  14  ?a  ?e  14  ?b   => ?a  14  ?b,354
?b  19  ?f  ?a  31  ?f   => ?a  5  ?b,355
?b  19  ?f  ?f  31  ?a   => ?a  5  ?b,356
?f  23  ?a  ?b  23  ?f   => ?a  5  ?b,357
?a  23  ?f  ?b  23  ?f   => ?a  5  ?b,358
?f  19  ?a  ?b  31  ?f   => ?a  5  ?b,359
?a  19  ?f  ?b  31  ?f   => ?a  5  ?b,360
?e  19  ?b  ?a  31  ?e   => ?a  5  ?b,361
?e  19  ?b  ?e  31  ?a   => ?a  5  ?b,362
?e  23  ?a  ?e  23  ?b   => ?a  5  ?b,363
?e  23  ?b  ?a  23  ?e   => ?a  5  ?b,364
?a  19  ?e  ?e  31  ?b   => ?a  5  ?b,365
?e  19  ?a  ?e  31  ?b   => ?a  5  ?b,366
?b  19  ?f  ?f  23  ?a   => ?a  11  ?b,367
?b  19  ?f  ?a  23  ?f   => ?a  11  ?b,368
?f  19  ?a  ?b  23  ?f   => ?a  11  ?b,369
?a  19  ?f  ?b  23  ?f   => ?a  11  ?b,370
?e  19  ?b  ?a  23  ?e   => ?a  11  ?b,371
?e  19  ?b  ?e  23  ?a   => ?a  11  ?b,372
?e  19  ?a  ?e  23  ?b   => ?a  11  ?b,373
?a  19  ?e  ?e  23  ?b   => ?a  11  ?b,374
?b  31  ?f  ?f  6  ?a   => ?a  31  ?b,375
?b  31  ?f  ?a  6  ?f   => ?a  31  ?b,376
?f  31  ?a  ?b  6  ?f   => ?a  31  ?b,377
?a  31  ?f  ?b  6  ?f   => ?a  31  ?b,378
?e  31  ?b  ?e  6  ?a   => ?a  31  ?b,379
?e  31  ?b  ?a  6  ?e   => ?a  31  ?b,380
?e  31  ?a  ?e  6  ?b   => ?a  31  ?b,381
?a  31  ?e  ?e  6  ?b   => ?a  31  ?b,382
?f  23  ?a  ?b  38  ?f   => ?a  38  ?b,383
?a  23  ?f  ?b  38  ?f   => ?a  38  ?b,384
?b  23  ?f  ?a  38  ?f   => ?a  38  ?b,385
?b  23  ?f  ?f  38  ?a   => ?a  38  ?b,386
?a  23  ?e  ?e  38  ?b   => ?a  38  ?b,387
?e  23  ?a  ?e  38  ?b   => ?a  38  ?b,388
?f  23  ?b  ?a  38  ?f   => ?a  38  ?b,389
?e  23  ?b  ?e  38  ?a   => ?a  38  ?b,390
?b  23  ?f  ?a  31  ?f   => ?a  22  ?b,391
?b  23  ?f  ?f  31  ?a   => ?a  22  ?b,392
?f  23  ?a  ?b  31  ?f   => ?a  22  ?b,393
?a  23  ?f  ?b  31  ?f   => ?a  22  ?b,394
?e  23  ?b  ?e  31  ?a   => ?a  22  ?b,395
?e  23  ?b  ?a  31  ?e   => ?a  22  ?b,396
?a  23  ?e  ?e  31  ?b   => ?a  22  ?b,397
?e  23  ?a  ?e  31  ?b   => ?a  22  ?b,398
?b  2  ?f  ?f  6  ?a   => ?a  2  ?b,399
?b  2  ?f  ?a  6  ?f   => ?a  2  ?b,400
?a  2  ?f  ?b  6  ?f   => ?a  2  ?b,401
?f  2  ?a  ?b  6  ?f   => ?a  2  ?b,402
?e  2  ?b  ?e  6  ?a   => ?a  2  ?b,403
?e  2  ?b  ?a  6  ?e   => ?a  2  ?b,404
?a  2  ?f  ?f  6  ?b   => ?a  2  ?b,405
?e  2  ?a  ?e  6  ?b   => ?a  2  ?b,406
?f  23  ?a  ?b  6  ?f   => ?a  6  ?b,407
?a  23  ?f  ?b  6  ?f   => ?a  6  ?b,408
?a  23  ?e  ?e  6  ?b   => ?a  6  ?b,409
?e  23  ?a  ?e  6  ?b   => ?a  6  ?b,410
?b  23  ?f  ?f  6  ?a   => ?a  6  ?b,411
?b  23  ?f  ?a  6  ?f   => ?a  6  ?b,412
?f  23  ?b  ?a  6  ?f   => ?a  6  ?b,413
?e  23  ?b  ?e  6  ?a   => ?a  6  ?b,414
?a  23  ?f  ?b  23  ?f   => ?a  23  ?b,415
?f  23  ?a  ?b  23  ?f   => ?a  23  ?b,416
?e  23  ?a  ?e  23  ?b   => ?a  23  ?b,417
?e  23  ?b  ?a  23  ?e   => ?a  23  ?b,418
?b  23  ?f  ?f  31  ?a   => ?a  5  ?b,419
?b  23  ?f  ?a  31  ?f   => ?a  5  ?b,420
?f  23  ?a  ?b  31  ?f   => ?a  5  ?b,421
?a  23  ?f  ?b  31  ?f   => ?a  5  ?b,422
?e  23  ?b  ?a  31  ?e   => ?a  5  ?b,423
?e  23  ?b  ?e  31  ?a   => ?a  5  ?b,424
?a  23  ?e  ?e  31  ?b   => ?a  5  ?b,425
?e  23  ?a  ?e  31  ?b   => ?a  5  ?b,426
?f  19  ?a  ?b  19  ?f   => ?a  19  ?b,427
?a  19  ?f  ?b  19  ?f   => ?a  19  ?b,428
?e  19  ?b  ?a  19  ?e   => ?a  19  ?b,429
?e  19  ?a  ?e  19  ?b   => ?a  19  ?b,430
?f  14  ?a  ?b  14  ?f   => ?a  38  ?b,431
?a  14  ?f  ?b  14  ?f   => ?a  38  ?b,432
?e  14  ?a  ?e  14  ?b   => ?a  38  ?b,433
?e  14  ?b  ?a  14  ?e   => ?a  38  ?b,434
?b  14  ?f  ?a  23  ?f   => ?a  39  ?b,435
?b  14  ?f  ?f  23  ?a   => ?a  39  ?b,436
?f  14  ?a  ?b  23  ?f   => ?a  39  ?b,437
?a  14  ?f  ?b  23  ?f   => ?a  39  ?b,438
?e  14  ?b  ?a  23  ?e   => ?a  39  ?b,439
?e  14  ?b  ?e  23  ?a   => ?a  39  ?b,440
?a  14  ?e  ?e  23  ?b   => ?a  39  ?b,441
?e  14  ?a  ?e  23  ?b   => ?a  39  ?b,442
?b  23  ?f  ?f  6  ?a   => ?a  23  ?b,443
?b  23  ?f  ?a  6  ?f   => ?a  23  ?b,444
?f  23  ?a  ?b  6  ?f   => ?a  23  ?b,445
?a  23  ?f  ?b  6  ?f   => ?a  23  ?b,446
?e  23  ?b  ?a  6  ?e   => ?a  23  ?b,447
?e  23  ?b  ?e  6  ?a   => ?a  23  ?b,448
?e  23  ?a  ?e  6  ?b   => ?a  23  ?b,449
?a  23  ?e  ?e  6  ?b   => ?a  23  ?b,450
?b  19  ?f  ?f  23  ?a   => ?a  22  ?b,451
