label,ID
protein_9669,127
protein_13060,128
disease_3881,129
protein_2,130
protein_6223,131
disease_173,132
protein_8436,133
disease_8337,134
protein_4758,135
disease_52,136
protein_14937,137
disease_5161,138
protein_8240,139
disease_4058,140
disease_5558,141
protein_8631,142
disease_5379,143
protein_13987,144
disease_459,145
protein_1025,146
disease_3820,147
protein_8369,148
disease_6105,149
protein_2295,150
protein_3392,151
disease_7624,152
protein_6806,153
disease_1154,154
protein_4060,155
disease_7504,156
protein_12672,157
disease_10528,158
disease_5394,159
protein_620,160
disease_272,161
protein_13332,162
disease_178,163
protein_8382,164
disease_9420,165
protein_4342,166
protein_2953,167
disease_1677,168
protein_7609,169
disease_1515,170
protein_6841,171
disease_10458,172
protein_17477,173
disease_7457,174
protein_12970,175
protein_568,176
disease_4322,177
protein_13933,178
protein_15428,179
disease_321,180
protein_9870,181
disease_7660,182
protein_17179,183
disease_455,184
protein_8263,185
disease_4780,186
protein_3831,187
protein_3863,188
disease_5153,189
protein_13129,190
disease_5366,191
protein_15355,192
disease_3494,193
protein_3499,194
disease_4415,195
protein_971,196
disease_4904,197
protein_12133,198
disease_1286,199
protein_7145,200
disease_8992,201
protein_16184,202
protein_7605,203
protein_9013,204
disease_3555,205
protein_15061,206
disease_5583,207
protein_8913,208
disease_156,209
protein_12976,210
disease_5211,211
protein_8271,212
protein_2246,213
disease_5780,214
disease_4436,215
protein_3394,216
protein_9269,217
disease_7823,218
protein_7458,219
protein_15780,220
disease_5757,221
protein_661,222
disease_1235,223
protein_6857,224
protein_9941,225
disease_9433,226
protein_2356,227
disease_475,228
protein_202,229
disease_1817,230
protein_12356,231
disease_4267,232
protein_3792,233
protein_9855,234
disease_3667,235
protein_5440,236
disease_5655,237
protein_17412,238
disease_1132,239
protein_13939,240
protein_16827,241
protein_1459,242
protein_17492,243
disease_2653,244
protein_8911,245
disease_368,246
protein_14370,247
disease_6089,248
protein_13081,249
disease_5697,250
protein_12445,251
disease_6571,252
protein_14853,253
protein_13866,254
disease_107,255
protein_13996,256
disease_8773,257
protein_3489,258
disease_1365,259
protein_3036,260
disease_4302,261
protein_4717,262
disease_721,263
protein_6129,264
disease_229,265
protein_13689,266
disease_1057,267
protein_6119,268
disease_2325,269
protein_7301,270
disease_1087,271
protein_8751,272
disease_684,273
protein_6752,274
disease_2055,275
disease_6851,276
protein_8645,277
disease_1477,278
protein_2333,279
protein_13708,280
disease_174,281
protein_7514,282
protein_16170,283
disease_4774,284
protein_9137,285
disease_213,286
protein_3476,287
disease_5282,288
protein_7559,289
disease_468,290
protein_11518,291
protein_13850,292
disease_7484,293
protein_12258,294
disease_2336,295
protein_13819,296
disease_2332,297
protein_8424,298
disease_499,299
protein_2704,300
disease_4228,301
protein_15206,302
protein_9799,303
protein_11929,304
disease_1380,305
protein_10183,306
protein_12380,307
disease_10607,308
protein_12480,309
disease_2766,310
protein_9905,311
disease_536,312
protein_6461,313
disease_1719,314
protein_13007,315
disease_1219,316
protein_8503,317
disease_1209,318
protein_4680,319
protein_17229,320
disease_292,321
protein_6512,322
disease_5469,323
protein_4474,324
disease_834,325
protein_11226,326
disease_1472,327
protein_8688,328
protein_6842,329
disease_2763,330
protein_3434,331
disease_8394,332
protein_4387,333
disease_2733,334
disease_7485,335
protein_8930,336
protein_14301,337
protein_15993,338
protein_16139,339
disease_10352,340
protein_12592,341
disease_2754,342
protein_3528,343
protein_4907,344
disease_4509,345
protein_13062,346
disease_1269,347
protein_3782,348
disease_3165,349
protein_6060,350
disease_4316,351
protein_11424,352
protein_153,353
disease_1912,354
protein_13532,355
protein_14893,356
disease_234,357
protein_8659,358
disease_2106,359
protein_9066,360
disease_4351,361
protein_4587,362
disease_7754,363
protein_1016,364
disease_683,365
protein_2286,366
disease_970,367
protein_9727,368
protein_6675,369
protein_6764,370
protein_13550,371
disease_8192,372
protein_7009,373
disease_1575,374
protein_5496,375
disease_3410,376
protein_4839,377
disease_8295,378
protein_2279,379
protein_11260,380
disease_2658,381
protein_2563,382
protein_1501,383
disease_3929,384
protein_13281,385
disease_1224,386
protein_7228,387
disease_4687,388
disease_5,389
protein_7139,390
disease_67,391
protein_5759,392
disease_169,393
protein_6527,394
disease_5768,395
protein_13297,396
disease_2330,397
protein_11183,398
protein_11564,399
protein_6466,400
protein_12719,401
disease_9644,402
protein_5199,403
disease_5101,404
protein_7909,405
disease_8186,406
protein_16645,407
disease_1296,408
protein_3858,409
disease_10571,410
protein_12348,411
disease_5358,412
protein_6341,413
protein_11643,414
protein_8293,415
disease_10005,416
protein_12118,417
disease_749,418
protein_4119,419
disease_6497,420
protein_9149,421
protein_6755,422
protein_8244,423
disease_1402,424
protein_6198,425
disease_6603,426
protein_16848,427
protein_6835,428
disease_4949,429
protein_9711,430
disease_279,431
protein_14897,432
disease_1262,433
protein_8717,434
protein_10971,435
disease_4352,436
disease_5700,437
protein_13640,438
disease_3781,439
protein_6414,440
protein_9499,441
protein_11208,442
disease_1131,443
protein_13534,444
disease_5440,445
protein_578,446
protein_6709,447
disease_9389,448
protein_12077,449
disease_8849,450
protein_15348,451
protein_7232,452
disease_210,453
protein_13712,454
disease_5263,455
protein_8479,456
disease_2331,457
protein_12437,458
disease_2637,459
protein_8932,460
disease_415,461
protein_2851,462
protein_12233,463
disease_9396,464
protein_12900,465
disease_8757,466
protein_6251,467
protein_8427,468
protein_15886,469
protein_781,470
disease_1480,471
protein_6576,472
disease_9620,473
protein_8833,474
disease_1384,475
protein_8199,476
disease_30,477
protein_13464,478
disease_4251,479
protein_11230,480
protein_2318,481
disease_2342,482
protein_13299,483
disease_7440,484
protein_6526,485
disease_6333,486
protein_5412,487
protein_8594,488
protein_4556,489
protein_15415,490
disease_586,491
protein_5674,492
disease_4882,493
protein_9822,494
disease_1096,495
disease_9296,496
protein_12538,497
disease_7029,498
protein_8037,499
disease_773,500
protein_7883,501
disease_10530,502
protein_5074,503
disease_4793,504
protein_5241,505
disease_2092,506
disease_1629,507
protein_7238,508
disease_5868,509
protein_12207,510
disease_3785,511
protein_3659,512
protein_13030,513
protein_14923,514
protein_9812,515
disease_3926,516
protein_5781,517
protein_1250,518
protein_944,519
disease_10431,520
protein_16605,521
disease_2329,522
protein_2769,523
disease_854,524
protein_12929,525
disease_1930,526
protein_11906,527
disease_406,528
protein_14734,529
disease_6405,530
protein_10042,531
protein_6350,532
disease_4059,533
protein_13675,534
disease_2249,535
protein_6550,536
protein_8874,537
disease_2889,538
protein_13978,539
protein_16799,540
disease_10,541
protein_8393,542
disease_4766,543
protein_13730,544
protein_11899,545
disease_1270,546
protein_9295,547
disease_761,548
protein_13303,549
disease_1716,550
disease_872,551
protein_8588,552
disease_6120,553
protein_12429,554
disease_1700,555
protein_7341,556
disease_2675,557
protein_6546,558
disease_2010,559
disease_757,560
protein_2086,561
protein_3447,562
disease_380,563
protein_4310,564
protein_11786,565
disease_858,566
protein_5466,567
protein_308,568
disease_8451,569
protein_8654,570
disease_10311,571
protein_8410,572
disease_740,573
protein_12120,574
protein_13185,575
protein_1759,576
protein_7894,577
disease_751,578
disease_4686,579
protein_1419,580
disease_8873,581
protein_1257,582
protein_8595,583
disease_9344,584
protein_9869,585
disease_1385,586
protein_3814,587
disease_465,588
protein_13304,589
disease_3245,590
disease_374,591
protein_388,592
disease_1082,593
protein_6871,594
disease_2174,595
protein_13200,596
disease_3223,597
protein_12148,598
disease_10680,599
protein_2918,600
disease_1440,601
disease_1344,602
protein_468,603
disease_1260,604
protein_8437,605
disease_1418,606
protein_10046,607
protein_1172,608
disease_5601,609
protein_3795,610
disease_4197,611
protein_11049,612
disease_1153,613
protein_2302,614
disease_5308,615
protein_13102,616
disease_419,617
protein_2852,618
disease_7642,619
protein_8330,620
protein_15222,621
disease_5331,622
protein_10608,623
disease_4990,624
protein_966,625
disease_1758,626
protein_11150,627
disease_2735,628
protein_12245,629
disease_4693,630
disease_10407,631
protein_776,632
disease_2200,633
protein_8854,634
disease_3803,635
protein_3715,636
protein_4,637
protein_14450,638
disease_9703,639
protein_8265,640
protein_98,641
protein_7308,642
disease_2576,643
protein_6829,644
protein_13718,645
disease_1181,646
protein_6834,647
disease_4954,648
protein_4673,649
disease_4504,650
protein_2273,651
protein_17130,652
disease_4595,653
protein_12545,654
disease_2009,655
protein_7892,656
disease_2660,657
protein_5051,658
disease_1518,659
disease_2328,660
protein_15671,661
protein_12384,662
disease_2925,663
protein_10054,664
disease_2111,665
protein_16125,666
disease_9255,667
protein_16937,668
protein_6989,669
protein_12372,670
disease_8219,671
protein_6786,672
protein_3045,673
disease_2170,674
protein_2946,675
disease_4612,676
protein_3423,677
disease_7172,678
protein_12366,679
disease_2146,680
protein_4165,681
protein_10313,682
protein_373,683
protein_4315,684
protein_8003,685
protein_7845,686
protein_12284,687
protein_7233,688
disease_5348,689
disease_1107,690
protein_8912,691
protein_8778,692
disease_5336,693
protein_13860,694
disease_953,695
protein_13659,696
disease_8427,697
protein_7558,698
protein_3852,699
disease_7958,700
protein_8286,701
disease_5407,702
disease_4633,703
protein_5599,704
disease_3275,705
protein_7321,706
disease_2145,707
protein_698,708
protein_16595,709
protein_6831,710
disease_2391,711
protein_13651,712
disease_2666,713
disease_4609,714
disease_216,715
protein_14340,716
protein_8732,717
protein_12640,718
disease_3561,719
protein_2699,720
protein_8204,721
disease_4418,722
protein_11050,723
disease_960,724
protein_1794,725
protein_6549,726
disease_1875,727
disease_2129,728
protein_8906,729
disease_6449,730
protein_11520,731
protein_12373,732
disease_1035,733
protein_5852,734
protein_8358,735
disease_2083,736
disease_5547,737
protein_13319,738
disease_8433,739
protein_8501,740
protein_3848,741
disease_4792,742
protein_15373,743
protein_807,744
protein_6230,745
protein_9114,746
protein_17112,747
disease_5908,748
protein_11163,749
disease_1928,750
protein_11009,751
disease_5509,752
protein_6609,753
protein_6798,754
disease_2734,755
disease_172,756
protein_13704,757
disease_3962,758
protein_7089,759
protein_7048,760
disease_2351,761
protein_8904,762
disease_4791,763
disease_3499,764
protein_9759,765
disease_10334,766
protein_3410,767
disease_4547,768
protein_10720,769
disease_8709,770
protein_7925,771
disease_3376,772
protein_15109,773
disease_4899,774
protein_16147,775
disease_1187,776
protein_9050,777
disease_1647,778
protein_5360,779
disease_1150,780
protein_12183,781
disease_2721,782
protein_7372,783
disease_7762,784
protein_3168,785
protein_9939,786
disease_4067,787
protein_14196,788
disease_9343,789
protein_16154,790
disease_3115,791
protein_117,792
protein_9877,793
disease_3957,794
protein_13649,795
protein_15068,796
disease_5629,797
protein_12461,798
disease_1280,799
protein_2791,800
disease_7650,801
protein_3756,802
disease_5582,803
protein_11231,804
disease_1073,805
protein_8837,806
disease_2141,807
protein_5404,808
disease_2372,809
protein_4711,810
disease_3613,811
protein_6326,812
disease_5258,813
protein_8714,814
disease_1922,815
protein_17350,816
disease_4657,817
protein_13556,818
disease_5100,819
disease_1698,820
protein_7235,821
disease_3288,822
protein_3403,823
disease_9075,824
disease_2284,825
protein_8665,826
protein_3878,827
protein_11870,828
disease_890,829
protein_8634,830
disease_985,831
protein_3345,832
protein_16763,833
disease_55,834
protein_12326,835
protein_2043,836
disease_1636,837
protein_1514,838
disease_4200,839
protein_15423,840
protein_16659,841
protein_12002,842
protein_6515,843
disease_5262,844
protein_12012,845
disease_327,846
protein_2270,847
disease_4094,848
protein_10736,849
disease_1838,850
protein_8474,851
disease_4943,852
disease_4296,853
protein_6667,854
disease_6831,855
protein_12142,856
disease_3868,857
protein_535,858
disease_4286,859
disease_6619,860
protein_8805,861
disease_3523,862
protein_5610,863
protein_6221,864
disease_5517,865
protein_3983,866
disease_2724,867
protein_6773,868
disease_4420,869
protein_1605,870
disease_5354,871
protein_13613,872
disease_9067,873
protein_7262,874
disease_3509,875
protein_5682,876
protein_922,877
protein_14010,878
disease_2061,879
protein_6370,880
disease_6853,881
protein_13250,882
disease_964,883
protein_10012,884
protein_16920,885
protein_4969,886
disease_1868,887
protein_15334,888
disease_2345,889
protein_11570,890
disease_5524,891
protein_9796,892
protein_12011,893
disease_1701,894
protein_3725,895
protein_8772,896
disease_1129,897
protein_12503,898
disease_2008,899
protein_5637,900
disease_4925,901
protein_3838,902
disease_5715,903
protein_771,904
protein_759,905
disease_4776,906
protein_8578,907
disease_4702,908
protein_14031,909
disease_422,910
protein_11333,911
disease_7384,912
protein_6654,913
disease_2727,914
protein_6753,915
disease_2624,916
protein_16196,917
disease_9129,918
protein_4459,919
protein_2911,920
disease_62,921
protein_12973,922
disease_7693,923
protein_6305,924
protein_14136,925
disease_1675,926
protein_3371,927
disease_6004,928
protein_9909,929
disease_6894,930
protein_21,931
disease_473,932
protein_6784,933
disease_1388,934
protein_3522,935
disease_4959,936
protein_5029,937
disease_2642,938
protein_9058,939
protein_2223,940
disease_4175,941
protein_13216,942
disease_793,943
protein_8618,944
disease_8354,945
protein_13516,946
disease_1366,947
protein_15904,948
disease_2139,949
protein_6542,950
disease_145,951
protein_14135,952
disease_4055,953
protein_8875,954
disease_8216,955
protein_3704,956
disease_1849,957
protein_8458,958
disease_6617,959
disease_1177,960
protein_14412,961
disease_5222,962
disease_2937,963
disease_5453,964
protein_13087,965
disease_286,966
protein_6252,967
disease_3481,968
protein_5544,969
protein_6568,970
protein_3784,971
disease_535,972
protein_15447,973
disease_1081,974
protein_9002,975
disease_3916,976
protein_12345,977
disease_1859,978
protein_3379,979
disease_8766,980
protein_2945,981
disease_4404,982
protein_12469,983
disease_4060,984
protein_16944,985
disease_4199,986
protein_7051,987
protein_7249,988
protein_10254,989
disease_2344,990
protein_12745,991
protein_8800,992
protein_3754,993
protein_7916,994
protein_15502,995
disease_5209,996
protein_6201,997
protein_1420,998
disease_2599,999
disease_3506,1000
protein_10672,1001
disease_1613,1002
protein_4542,1003
disease_2924,1004
protein_6562,1005
disease_851,1006
protein_2767,1007
disease_4315,1008
protein_1452,1009
disease_2089,1010
protein_10469,1011
protein_13360,1012
protein_16929,1013
disease_1264,1014
protein_10230,1015
disease_509,1016
protein_15854,1017
protein_7272,1018
protein_14406,1019
protein_13295,1020
disease_10299,1021
protein_5622,1022
disease_7845,1023
protein_7090,1024
protein_4462,1025
disease_396,1026
disease_6708,1027
protein_750,1028
disease_1457,1029
protein_9062,1030
disease_4056,1031
protein_16846,1032
disease_5534,1033
protein_5356,1034
protein_413,1035
protein_15574,1036
protein_5652,1037
protein_9531,1038
disease_5467,1039
protein_2640,1040
disease_1042,1041
protein_696,1042
disease_1299,1043
protein_8845,1044
disease_2295,1045
protein_12403,1046
protein_13195,1047
disease_1321,1048
protein_13571,1049
protein_993,1050
disease_1036,1051
protein_12051,1052
disease_1664,1053
protein_10028,1054
disease_4545,1055
protein_13951,1056
disease_179,1057
protein_2081,1058
protein_3178,1059
disease_3648,1060
protein_12971,1061
disease_1630,1062
protein_3417,1063
disease_2493,1064
protein_3801,1065
disease_2042,1066
protein_10566,1067
protein_8359,1068
protein_11923,1069
disease_4902,1070
disease_6184,1071
protein_16489,1072
disease_4918,1073
protein_1529,1074
protein_7094,1075
disease_6518,1076
protein_3646,1077
protein_4840,1078
disease_668,1079
protein_4355,1080
disease_4178,1081
protein_7724,1082
protein_16773,1083
disease_2234,1084
protein_5108,1085
disease_685,1086
protein_8960,1087
disease_1142,1088
protein_3847,1089
disease_1460,1090
protein_7360,1091
disease_2872,1092
protein_7580,1093
disease_6715,1094
protein_12943,1095
disease_8335,1096
protein_6213,1097
disease_7468,1098
protein_12114,1099
disease_49,1100
protein_16206,1101
protein_5847,1102
disease_979,1103
protein_9492,1104
protein_385,1105
disease_4689,1106
protein_11386,1107
protein_5113,1108
protein_8435,1109
disease_5912,1110
protein_12930,1111
protein_3794,1112
disease_1762,1113
protein_6934,1114
disease_1936,1115
protein_15136,1116
protein_16023,1117
protein_3818,1118
disease_2572,1119
protein_9461,1120
disease_1510,1121
protein_7351,1122
disease_7483,1123
protein_11885,1124
disease_307,1125
protein_17357,1126
disease_4775,1127
protein_13438,1128
disease_10309,1129
protein_14312,1130
disease_3489,1131
disease_3169,1132
protein_15077,1133
disease_4685,1134
protein_6608,1135
protein_11271,1136
protein_16236,1137
disease_5368,1138
protein_9198,1139
disease_485,1140
protein_9715,1141
disease_2257,1142
protein_7578,1143
disease_1807,1144
protein_13553,1145
disease_825,1146
protein_7236,1147
protein_6704,1148
protein_9515,1149
disease_4219,1150
protein_16328,1151
disease_4640,1152
protein_7187,1153
disease_270,1154
protein_2483,1155
disease_3384,1156
protein_12340,1157
protein_6796,1158
disease_1136,1159
protein_2977,1160
protein_3763,1161
protein_13998,1162
protein_10632,1163
protein_7492,1164
disease_1505,1165
protein_16020,1166
disease_5217,1167
protein_2692,1168
disease_8960,1169
protein_5420,1170
protein_14742,1171
protein_4107,1172
disease_117,1173
protein_8893,1174
protein_5126,1175
protein_15614,1176
disease_565,1177
protein_13337,1178
disease_906,1179
protein_5732,1180
protein_7302,1181
disease_6803,1182
protein_8242,1183
disease_2090,1184
protein_13543,1185
protein_1810,1186
protein_8354,1187
protein_13840,1188
protein_16671,1189
disease_4859,1190
protein_6788,1191
disease_4167,1192
protein_12493,1193
disease_5720,1194
disease_1514,1195
protein_8937,1196
disease_4741,1197
protein_2045,1198
disease_2053,1199
protein_3343,1200
protein_5738,1201
disease_1951,1202
protein_7531,1203
disease_477,1204
protein_7311,1205
disease_211,1206
protein_15948,1207
disease_10113,1208
protein_8398,1209
protein_13364,1210
protein_530,1211
disease_1476,1212
disease_3127,1213
protein_7231,1214
protein_639,1215
disease_3096,1216
protein_6618,1217
disease_8664,1218
protein_9737,1219
protein_12318,1220
protein_11913,1221
protein_6847,1222
disease_1370,1223
protein_15330,1224
disease_7208,1225
protein_419,1226
protein_10787,1227
protein_3773,1228
disease_797,1229
protein_8077,1230
protein_14390,1231
disease_958,1232
protein_5854,1233
protein_8566,1234
disease_3570,1235
protein_8843,1236
disease_277,1237
disease_133,1238
protein_13537,1239
disease_7464,1240
protein_5511,1241
disease_5944,1242
protein_15746,1243
disease_568,1244
protein_1672,1245
protein_14009,1246
disease_1708,1247
disease_4232,1248
protein_678,1249
disease_10481,1250
protein_8810,1251
disease_5204,1252
protein_12460,1253
protein_16735,1254
protein_14000,1255
disease_8752,1256
disease_495,1257
disease_122,1258
protein_3254,1259
disease_5776,1260
protein_11213,1261
disease_2712,1262
disease_581,1263
protein_12432,1264
disease_2293,1265
protein_6089,1266
protein_12004,1267
protein_9429,1268
protein_3783,1269
disease_361,1270
disease_4544,1271
protein_7471,1272
protein_13607,1273
disease_4069,1274
protein_17022,1275
disease_6178,1276
protein_2317,1277
protein_11738,1278
disease_939,1279
protein_16751,1280
protein_11823,1281
protein_36,1282
disease_1351,1283
protein_788,1284
disease_3772,1285
protein_13634,1286
disease_5640,1287
protein_10652,1288
disease_1374,1289
protein_10920,1290
disease_5826,1291
disease_4848,1292
disease_514,1293
disease_1925,1294
disease_1482,1295
protein_8211,1296
disease_10632,1297
protein_3067,1298
disease_51,1299
protein_3842,1300
disease_4040,1301
protein_8715,1302
disease_5208,1303
protein_5780,1304
disease_9414,1305
protein_12426,1306
protein_7157,1307
disease_6669,1308
protein_3961,1309
protein_16281,1310
protein_12139,1311
protein_15715,1312
disease_1450,1313
protein_15122,1314
disease_2819,1315
protein_16702,1316
disease_6934,1317
protein_3287,1318
disease_2394,1319
protein_10533,1320
protein_13292,1321
protein_3189,1322
protein_4092,1323
disease_2181,1324
protein_5821,1325
disease_7934,1326
protein_11501,1327
disease_5615,1328
protein_11670,1329
disease_4624,1330
protein_14622,1331
protein_973,1332
disease_1009,1333
protein_3071,1334
disease_1467,1335
protein_16686,1336
disease_6180,1337
protein_8648,1338
disease_7954,1339
protein_5880,1340
protein_13167,1341
protein_13964,1342
protein_9121,1343
disease_4963,1344
protein_13261,1345
protein_3747,1346
protein_1742,1347
protein_8679,1348
disease_9400,1349
protein_7080,1350
disease_7697,1351
protein_11332,1352
disease_3911,1353
protein_13948,1354
protein_7423,1355
disease_1750,1356
protein_4487,1357
disease_5251,1358
disease_3871,1359
disease_5525,1360
protein_14617,1361
disease_5367,1362
protein_15063,1363
disease_472,1364
protein_15053,1365
disease_3830,1366
protein_3519,1367
protein_6355,1368
disease_8735,1369
protein_12412,1370
disease_3147,1371
protein_13467,1372
disease_7673,1373
protein_16149,1374
disease_6480,1375
protein_3330,1376
protein_7594,1377
protein_8632,1378
disease_2339,1379
protein_12602,1380
protein_3837,1381
disease_2530,1382
protein_892,1383
disease_986,1384
disease_5454,1385
protein_3830,1386
protein_6054,1387
disease_4647,1388
disease_10605,1389
protein_11254,1390
disease_4239,1391
protein_6708,1392
protein_13654,1393
disease_1809,1394
protein_5585,1395
disease_2651,1396
disease_6829,1397
protein_3724,1398
protein_3019,1399
protein_2674,1400
protein_10155,1401
disease_4665,1402
disease_2989,1403
disease_3033,1404
protein_13969,1405
protein_14064,1406
protein_6690,1407
disease_663,1408
protein_3834,1409
protein_12755,1410
disease_2614,1411
disease_4957,1412
protein_17245,1413
protein_9533,1414
disease_8788,1415
protein_8635,1416
disease_71,1417
disease_2080,1418
protein_6949,1419
disease_4676,1420
protein_16151,1421
disease_2615,1422
disease_1133,1423
protein_13653,1424
disease_10319,1425
protein_13079,1426
disease_4662,1427
disease_614,1428
protein_6197,1429
protein_9270,1430
disease_4548,1431
disease_6819,1432
protein_6344,1433
disease_636,1434
protein_2795,1435
protein_13057,1436
protein_15579,1437
protein_6535,1438
disease_1175,1439
protein_3418,1440
protein_2537,1441
disease_6172,1442
protein_8735,1443
disease_2693,1444
protein_8577,1445
disease_1340,1446
disease_4087,1447
protein_8923,1448
disease_9673,1449
protein_1232,1450
disease_4600,1451
protein_7293,1452
protein_10442,1453
protein_8231,1454
disease_4324,1455
protein_5812,1456
disease_4723,1457
protein_14178,1458
disease_7940,1459
disease_4461,1460
protein_8376,1461
protein_4811,1462
protein_5618,1463
disease_168,1464
disease_9014,1465
disease_4506,1466
protein_3076,1467
disease_3295,1468
disease_2649,1469
protein_17147,1470
protein_13507,1471
protein_5804,1472
disease_6696,1473
protein_12008,1474
protein_13498,1475
disease_4788,1476
protein_6261,1477
protein_5557,1478
protein_5269,1479
protein_8603,1480
disease_4561,1481
protein_5633,1482
disease_4947,1483
disease_2895,1484
protein_4303,1485
disease_1557,1486
protein_12446,1487
protein_17316,1488
protein_9842,1489
protein_6354,1490
protein_13280,1491
disease_840,1492
protein_5555,1493
disease_464,1494
protein_12382,1495
disease_2043,1496
protein_13310,1497
disease_1790,1498
disease_446,1499
protein_1754,1500
protein_14673,1501
disease_10531,1502
protein_5647,1503
disease_534,1504
protein_7257,1505
protein_2343,1506
disease_838,1507
disease_1703,1508
protein_4843,1509
disease_5241,1510
protein_13592,1511
disease_2930,1512
protein_4360,1513
disease_8911,1514
protein_2232,1515
disease_4854,1516
protein_7416,1517
disease_6433,1518
protein_15939,1519
disease_1003,1520
protein_8974,1521
protein_3959,1522
disease_919,1523
protein_13842,1524
disease_515,1525
protein_7391,1526
protein_15968,1527
protein_6953,1528
disease_4086,1529
protein_6004,1530
disease_4812,1531
protein_1894,1532
disease_6957,1533
protein_2093,1534
protein_12632,1535
disease_9450,1536
protein_12998,1537
disease_2358,1538
protein_6992,1539
disease_5387,1540
protein_11527,1541
disease_5477,1542
protein_9725,1543
disease_4435,1544
protein_2345,1545
disease_9062,1546
protein_15823,1547
protein_8180,1548
disease_5631,1549
disease_938,1550
disease_3082,1551
protein_5829,1552
protein_13695,1553
disease_5914,1554
protein_16222,1555
protein_3264,1556
protein_13572,1557
protein_8905,1558
protein_11314,1559
disease_456,1560
protein_8409,1561
protein_1429,1562
protein_787,1563
protein_4625,1564
protein_16419,1565
protein_297,1566
protein_5519,1567
protein_15321,1568
protein_5640,1569
protein_9942,1570
disease_737,1571
protein_12041,1572
disease_5731,1573
protein_3900,1574
protein_630,1575
protein_8178,1576
disease_382,1577
protein_2782,1578
disease_846,1579
protein_3583,1580
disease_3895,1581
protein_5252,1582
disease_2025,1583
protein_2970,1584
protein_3253,1585
disease_1763,1586
disease_1020,1587
protein_1409,1588
disease_3563,1589
disease_5397,1590
protein_3772,1591
protein_15372,1592
protein_756,1593
disease_3808,1594
protein_1509,1595
protein_13184,1596
disease_8558,1597
protein_6434,1598
protein_8105,1599
disease_4725,1600
protein_6325,1601
protein_3050,1602
disease_3200,1603
protein_8955,1604
disease_8202,1605
protein_10016,1606
protein_10548,1607
disease_686,1608
protein_7344,1609
protein_2932,1610
disease_9336,1611
protein_9841,1612
disease_8390,1613
protein_2800,1614
protein_2443,1615
disease_7054,1616
protein_12488,1617
disease_2059,1618
protein_1925,1619
protein_2895,1620
protein_8247,1621
protein_9693,1622
disease_3173,1623
protein_12360,1624
disease_98,1625
protein_15586,1626
protein_5825,1627
protein_14278,1628
protein_6559,1629
disease_6515,1630
disease_483,1631
disease_2007,1632
protein_16291,1633
protein_7149,1634
protein_1677,1635
disease_2274,1636
disease_550,1637
protein_5628,1638
protein_7487,1639
protein_4246,1640
disease_7447,1641
protein_14293,1642
disease_8728,1643
protein_8663,1644
disease_4900,1645
protein_6331,1646
disease_2335,1647
protein_17001,1648
disease_1285,1649
protein_8710,1650
disease_1429,1651
protein_17058,1652
disease_4584,1653
protein_7551,1654
disease_7565,1655
protein_6235,1656
disease_4875,1657
protein_2794,1658
protein_10954,1659
disease_39,1660
disease_4582,1661
protein_7346,1662
protein_8433,1663
disease_285,1664
protein_11842,1665
disease_436,1666
protein_907,1667
disease_8463,1668
protein_4957,1669
protein_4044,1670
protein_12434,1671
disease_2065,1672
protein_16210,1673
protein_7583,1674
protein_6826,1675
disease_1511,1676
protein_12108,1677
protein_3785,1678
protein_6226,1679
disease_2370,1680
protein_7352,1681
protein_8415,1682
protein_13056,1683
disease_10124,1684
